"","X","ID","Name","Rating","Price","Reviewer","Review_date","word"
"36.34",36,36,"Chivas Regal XV, 40%",92,"69","Jonny McCormick","Winter 2018","respectful"
"36.37",36,36,"Chivas Regal XV, 40%",92,"69","Jonny McCormick","Winter 2018","scotch"
"36.39",36,36,"Chivas Regal XV, 40%",92,"69","Jonny McCormick","Winter 2018","palate"
"36.41",36,36,"Chivas Regal XV, 40%",92,"69","Jonny McCormick","Winter 2018","luxurious"
"36.43",36,36,"Chivas Regal XV, 40%",92,"69","Jonny McCormick","Winter 2018","rich"
"36.44",36,36,"Chivas Regal XV, 40%",92,"69","Jonny McCormick","Winter 2018","dark"
"36.45",36,36,"Chivas Regal XV, 40%",92,"69","Jonny McCormick","Winter 2018","fruits"
"36.47",36,36,"Chivas Regal XV, 40%",92,"69","Jonny McCormick","Winter 2018","toffee"
"36.48",36,36,"Chivas Regal XV, 40%",92,"69","Jonny McCormick","Winter 2018","velvety"
"36.49",36,36,"Chivas Regal XV, 40%",92,"69","Jonny McCormick","Winter 2018","smooth"
"36.52",36,36,"Chivas Regal XV, 40%",92,"69","Jonny McCormick","Winter 2018","cognac"
"36.53",36,36,"Chivas Regal XV, 40%",92,"69","Jonny McCormick","Winter 2018","fruit"
"36.54",36,36,"Chivas Regal XV, 40%",92,"69","Jonny McCormick","Winter 2018","encircling"
"36.56",36,36,"Chivas Regal XV, 40%",92,"69","Jonny McCormick","Winter 2018","blend"
"36.58",36,36,"Chivas Regal XV, 40%",92,"69","Jonny McCormick","Winter 2018","wood"
"36.59",36,36,"Chivas Regal XV, 40%",92,"69","Jonny McCormick","Winter 2018","spice"
"36.62",36,36,"Chivas Regal XV, 40%",92,"69","Jonny McCormick","Winter 2018","finish"
"36.64",36,36,"Chivas Regal XV, 40%",92,"69","Jonny McCormick","Winter 2018","perfect"
"36.65",36,36,"Chivas Regal XV, 40%",92,"69","Jonny McCormick","Winter 2018","dram"
"36.67",36,36,"Chivas Regal XV, 40%",92,"69","Jonny McCormick","Winter 2018","frosty"
"36.68",36,36,"Chivas Regal XV, 40%",92,"69","Jonny McCormick","Winter 2018","winter"
"36.69",36,36,"Chivas Regal XV, 40%",92,"69","Jonny McCormick","Winter 2018","nights"
"37",37,37,"Mackinlay’s Rare Old Highland whisky, 47.3%",92,"162","Dominic Roskrow","Summer 2011","rarely"
"37.3",37,37,"Mackinlay’s Rare Old Highland whisky, 47.3%",92,"162","Dominic Roskrow","Summer 2011","blend"
"37.4",37,37,"Mackinlay’s Rare Old Highland whisky, 47.3%",92,"162","Dominic Roskrow","Summer 2011","caused"
"37.7",37,37,"Mackinlay’s Rare Old Highland whisky, 47.3%",92,"162","Dominic Roskrow","Summer 2011","excitement"
"37.14",37,37,"Mackinlay’s Rare Old Highland whisky, 47.3%",92,"162","Dominic Roskrow","Summer 2011","reason"
"37.21",37,37,"Mackinlay’s Rare Old Highland whisky, 47.3%",92,"162","Dominic Roskrow","Summer 2011","shackleton"
"37.22",37,37,"Mackinlay’s Rare Old Highland whisky, 47.3%",92,"162","Dominic Roskrow","Summer 2011","whisky"
"37.26",37,37,"Mackinlay’s Rare Old Highland whisky, 47.3%",92,"162","Dominic Roskrow","Summer 2011","recreation"
"37.29",37,37,"Mackinlay’s Rare Old Highland whisky, 47.3%",92,"162","Dominic Roskrow","Summer 2011","whisky"
"37.30",37,37,"Mackinlay’s Rare Old Highland whisky, 47.3%",92,"162","Dominic Roskrow","Summer 2011","abandoned"
"37.33",37,37,"Mackinlay’s Rare Old Highland whisky, 47.3%",92,"162","Dominic Roskrow","Summer 2011","antarctic"
"37.35",37,37,"Mackinlay’s Rare Old Highland whisky, 47.3%",92,"162","Dominic Roskrow","Summer 2011","explorer"
"37.36",37,37,"Mackinlay’s Rare Old Highland whisky, 47.3%",92,"162","Dominic Roskrow","Summer 2011","ernest"
"37.37",37,37,"Mackinlay’s Rare Old Highland whisky, 47.3%",92,"162","Dominic Roskrow","Summer 2011","shackleton"
"37.40",37,37,"Mackinlay’s Rare Old Highland whisky, 47.3%",92,"162","Dominic Roskrow","Summer 2011","100"
"37.42",37,37,"Mackinlay’s Rare Old Highland whisky, 47.3%",92,"162","Dominic Roskrow","Summer 2011","ago"
"37.45",37,37,"Mackinlay’s Rare Old Highland whisky, 47.3%",92,"162","Dominic Roskrow","Summer 2011","lemon"
"37.46",37,37,"Mackinlay’s Rare Old Highland whisky, 47.3%",92,"162","Dominic Roskrow","Summer 2011","spring"
"37.47",37,37,"Mackinlay’s Rare Old Highland whisky, 47.3%",92,"162","Dominic Roskrow","Summer 2011","blossom"
"37.49",37,37,"Mackinlay’s Rare Old Highland whisky, 47.3%",92,"162","Dominic Roskrow","Summer 2011","wafts"
"37.51",37,37,"Mackinlay’s Rare Old Highland whisky, 47.3%",92,"162","Dominic Roskrow","Summer 2011","smoke"
"37.54",37,37,"Mackinlay’s Rare Old Highland whisky, 47.3%",92,"162","Dominic Roskrow","Summer 2011","nose"
"37.56",37,37,"Mackinlay’s Rare Old Highland whisky, 47.3%",92,"162","Dominic Roskrow","Summer 2011","taste"
"37.60",37,37,"Mackinlay’s Rare Old Highland whisky, 47.3%",92,"162","Dominic Roskrow","Summer 2011","citrusy"
"37.62",37,37,"Mackinlay’s Rare Old Highland whisky, 47.3%",92,"162","Dominic Roskrow","Summer 2011","peat"
"37.64",37,37,"Mackinlay’s Rare Old Highland whisky, 47.3%",92,"162","Dominic Roskrow","Summer 2011","pepper"
"37.66",37,37,"Mackinlay’s Rare Old Highland whisky, 47.3%",92,"162","Dominic Roskrow","Summer 2011","attendance"
"37.67",37,37,"Mackinlay’s Rare Old Highland whisky, 47.3%",92,"162","Dominic Roskrow","Summer 2011","beautifully"
"37.68",37,37,"Mackinlay’s Rare Old Highland whisky, 47.3%",92,"162","Dominic Roskrow","Summer 2011","balanced"
"37.70",37,37,"Mackinlay’s Rare Old Highland whisky, 47.3%",92,"162","Dominic Roskrow","Summer 2011","outstanding"
"37.75",37,37,"Mackinlay’s Rare Old Highland whisky, 47.3%",92,"162","Dominic Roskrow","Summer 2011","50,000"
"37.76",37,37,"Mackinlay’s Rare Old Highland whisky, 47.3%",92,"162","Dominic Roskrow","Summer 2011","bottles"
"37.78",37,37,"Mackinlay’s Rare Old Highland whisky, 47.3%",92,"162","Dominic Roskrow","Summer 2011","snap"
"38.1",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","original"
"38.3",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","king"
"38.4",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","street"
"38.5",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","blend"
"38.8",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","sweet"
"38.9",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","lemon"
"38.11",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","spice"
"38.20",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","gutsy"
"38.21",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","urban"
"38.22",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","wise"
"38.23",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","guy"
"38.26",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","whisky"
"38.27",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","rich"
"38.29",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","peat"
"38.31",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","distinctive"
"38.32",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","malty"
"38.33",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","flavors"
"38.37",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","closer"
"38.40",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","malt"
"38.43",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","blend"
"38.49",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","malt"
"38.50",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","content"
"38.54",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","rounded"
"38.55",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","edges"
"38.57",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","soft"
"38.58",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","finish"
"38.60",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","gilded"
"38.62",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","grain"
"38.64",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","fruit"
"38.66",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","spice"
"38.67",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","emerge"
"38.70",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","peat"
"38.73",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","smoke's"
"38.76",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","remember"
"38.78",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","master"
"38.79",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","class"
"38.81",38,38,"Compass Box Great King Street New York Blend, 45%",92,"75","Dominic Roskrow","Winter 2012","blending"
"39.4",39,39,"John Walker & Sons Private Collection (2018) 28 year old Midnight Blend, 42.8%",92,"750","Jonny McCormick","Spring 2019","series"
"39.8",39,39,"John Walker & Sons Private Collection (2018) 28 year old Midnight Blend, 42.8%",92,"750","Jonny McCormick","Spring 2019","rarest"
"39.9",39,39,"John Walker & Sons Private Collection (2018) 28 year old Midnight Blend, 42.8%",92,"750","Jonny McCormick","Spring 2019","edition"
"39.12",39,39,"John Walker & Sons Private Collection (2018) 28 year old Midnight Blend, 42.8%",92,"750","Jonny McCormick","Spring 2019","leather"
"39.13",39,39,"John Walker & Sons Private Collection (2018) 28 year old Midnight Blend, 42.8%",92,"750","Jonny McCormick","Spring 2019","chocolate"
"39.14",39,39,"John Walker & Sons Private Collection (2018) 28 year old Midnight Blend, 42.8%",92,"750","Jonny McCormick","Spring 2019","dark"
"39.15",39,39,"John Walker & Sons Private Collection (2018) 28 year old Midnight Blend, 42.8%",92,"750","Jonny McCormick","Spring 2019","toffee"
"39.16",39,39,"John Walker & Sons Private Collection (2018) 28 year old Midnight Blend, 42.8%",92,"750","Jonny McCormick","Spring 2019","cinnamon"
"39.17",39,39,"John Walker & Sons Private Collection (2018) 28 year old Midnight Blend, 42.8%",92,"750","Jonny McCormick","Spring 2019","bark"
"39.18",39,39,"John Walker & Sons Private Collection (2018) 28 year old Midnight Blend, 42.8%",92,"750","Jonny McCormick","Spring 2019","toasted"
"39.19",39,39,"John Walker & Sons Private Collection (2018) 28 year old Midnight Blend, 42.8%",92,"750","Jonny McCormick","Spring 2019","currants"
"39.20",39,39,"John Walker & Sons Private Collection (2018) 28 year old Midnight Blend, 42.8%",92,"750","Jonny McCormick","Spring 2019","charcoal"
"39.22",39,39,"John Walker & Sons Private Collection (2018) 28 year old Midnight Blend, 42.8%",92,"750","Jonny McCormick","Spring 2019","smoking"
"39.23",39,39,"John Walker & Sons Private Collection (2018) 28 year old Midnight Blend, 42.8%",92,"750","Jonny McCormick","Spring 2019","incense"
"39.25",39,39,"John Walker & Sons Private Collection (2018) 28 year old Midnight Blend, 42.8%",92,"750","Jonny McCormick","Spring 2019","smoke"
"39.27",39,39,"John Walker & Sons Private Collection (2018) 28 year old Midnight Blend, 42.8%",92,"750","Jonny McCormick","Spring 2019","commanding"
"39.30",39,39,"John Walker & Sons Private Collection (2018) 28 year old Midnight Blend, 42.8%",92,"750","Jonny McCormick","Spring 2019","domineering"
"39.31",39,39,"John Walker & Sons Private Collection (2018) 28 year old Midnight Blend, 42.8%",92,"750","Jonny McCormick","Spring 2019","it’s"
"39.33",39,39,"John Walker & Sons Private Collection (2018) 28 year old Midnight Blend, 42.8%",92,"750","Jonny McCormick","Spring 2019","contemplative"
"39.35",39,39,"John Walker & Sons Private Collection (2018) 28 year old Midnight Blend, 42.8%",92,"750","Jonny McCormick","Spring 2019","weighty"
"39.36",39,39,"John Walker & Sons Private Collection (2018) 28 year old Midnight Blend, 42.8%",92,"750","Jonny McCormick","Spring 2019","proposition"
"39.37",39,39,"John Walker & Sons Private Collection (2018) 28 year old Midnight Blend, 42.8%",92,"750","Jonny McCormick","Spring 2019","dark"
"39.39",39,39,"John Walker & Sons Private Collection (2018) 28 year old Midnight Blend, 42.8%",92,"750","Jonny McCormick","Spring 2019","midnight"
"39.41",39,39,"John Walker & Sons Private Collection (2018) 28 year old Midnight Blend, 42.8%",92,"750","Jonny McCormick","Spring 2019","plain"
"39.42",39,39,"John Walker & Sons Private Collection (2018) 28 year old Midnight Blend, 42.8%",92,"750","Jonny McCormick","Spring 2019","chocolate"
"39.43",39,39,"John Walker & Sons Private Collection (2018) 28 year old Midnight Blend, 42.8%",92,"750","Jonny McCormick","Spring 2019","spices"
"39.45",39,39,"John Walker & Sons Private Collection (2018) 28 year old Midnight Blend, 42.8%",92,"750","Jonny McCormick","Spring 2019","dark"
"39.46",39,39,"John Walker & Sons Private Collection (2018) 28 year old Midnight Blend, 42.8%",92,"750","Jonny McCormick","Spring 2019","berries"
"39.49",39,39,"John Walker & Sons Private Collection (2018) 28 year old Midnight Blend, 42.8%",92,"750","Jonny McCormick","Spring 2019","smoky"
"39.50",39,39,"John Walker & Sons Private Collection (2018) 28 year old Midnight Blend, 42.8%",92,"750","Jonny McCormick","Spring 2019","intensity"
"39.55",39,39,"John Walker & Sons Private Collection (2018) 28 year old Midnight Blend, 42.8%",92,"750","Jonny McCormick","Spring 2019","finish"
"39.56",39,39,"John Walker & Sons Private Collection (2018) 28 year old Midnight Blend, 42.8%",92,"750","Jonny McCormick","Spring 2019","3,888"
"39.57",39,39,"John Walker & Sons Private Collection (2018) 28 year old Midnight Blend, 42.8%",92,"750","Jonny McCormick","Spring 2019","bottles"
"39.58",39,39,"John Walker & Sons Private Collection (2018) 28 year old Midnight Blend, 42.8%",92,"750","Jonny McCormick","Spring 2019","collectible"
"40",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","closer"
"40.3",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","heart"
"40.5",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","jw"
"40.8",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","predecessors"
"40.9",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","mastery"
"40.11",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","oak"
"40.14",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","methodically"
"40.15",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","complicated"
"40.16",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","maturation"
"40.18",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","blending"
"40.19",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","regime"
"40.20",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","american"
"40.21",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","oak"
"40.22",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","characteristics"
"40.23",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","singed"
"40.24",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","cedar"
"40.25",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","spills"
"40.26",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","damson"
"40.27",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","jam"
"40.28",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","stewed"
"40.29",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","apple"
"40.31",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","rhubarb"
"40.32",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","laced"
"40.34",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","peppery"
"40.35",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","spice"
"40.36",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","nutmeg"
"40.38",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","clove"
"40.40",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","dichotomy"
"40.42",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","flavors"
"40.43",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","toffee"
"40.44",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","apple"
"40.46",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","rhubarb"
"40.48",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","piquant"
"40.49",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","verging"
"40.51",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","sour"
"40.54",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","parallel"
"40.55",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","strand"
"40.57",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","honey"
"40.59",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","caramac"
"40.60",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","short"
"40.61",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","finish"
"40.65",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","vestiges"
"40.67",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","fruit"
"40.69",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","spice"
"40.70",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","5,588"
"40.71",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","bottles"
"40.72",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","u.s"
"40.73",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","travel"
"40.74",40,40,"John Walker & Sons Private Collection 2017 Edition, 46.8%",92,"815","Jonny McCormick","Summer 2017","retail"
"41",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","nuts"
"41.1",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","sinking"
"41.3",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","molten"
"41.4",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","toffee"
"41.5",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","wrapped"
"41.7",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","pure"
"41.8",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","sensuous"
"41.9",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","smoke"
"41.12",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","foundation"
"41.14",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","cedarwood"
"41.15",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","dried"
"41.16",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","fruits"
"41.18",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","seasoned"
"41.19",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","oak"
"41.21",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","exotic"
"41.24",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","box’s"
"41.25",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","interior"
"41.26",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","artwork"
"41.27",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","sandy"
"41.28",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","hyslop’s"
"41.29",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","multi"
"41.30",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","phasic"
"41.31",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","blend"
"41.32",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","draws"
"41.34",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","closed"
"41.35",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","distillery"
"41.36",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","imperial’s"
"41.37",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","trademark"
"41.38",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","fruitiness"
"41.40",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","peated"
"41.41",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","caperdonich"
"41.43",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","maintaining"
"41.45",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","steady"
"41.46",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","hand"
"41.49",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","balance"
"41.50",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","toffee"
"41.51",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","sweetness"
"41.52",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","mixed"
"41.53",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","peel"
"41.54",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","pepper"
"41.55",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","nutmeg"
"41.56",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","citrus"
"41.58",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","smoke"
"41.59",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","creamy"
"41.60",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","satisfying"
"41.61",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","finish"
"41.63",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","hints"
"41.65",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","melted"
"41.66",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","chocolate"
"41.68",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","light"
"41.69",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","smoke"
"41.70",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","travel"
"41.71",41,41,"Royal Salute 21 year old The Lost Blend, 40%",92,"135","Jonny McCormick","Fall 2019","retail"
"42",42,42,"Dewar’s Signature, 43%",92,"200","John Hansell","Summer 2004","johnnie"
"42.1",42,42,"Dewar’s Signature, 43%",92,"200","John Hansell","Summer 2004","walker"
